SessionStartDate,platform,visitorType,ATC,Clicks,CVR,SessionRevenue,testGroup,CategoryID
2020-05-21,Mobile Site,Activated Customer,0,0,0,0.0,control,Sofas
2020-05-22,Mobile Site,Activated Customer,0,1,0,0.0,control,Patio Furniture
2020-05-25,Mobile Site,Activated Customer,0,1,0,0.0,variation,Chairs
2020-05-24,Desktop,Activated Customer,1,1,0,0.0,control,TV Stands
2020-05-27,Desktop,Returning Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-27,Mobile Site,Returning Visitor,0,0,0,0.0,variation,TV Stands
2020-05-21,Mobile Site,Acquired Member,0,1,0,0.0,control,Area Rugs
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,control,Area Rugs
2020-05-26,Mobile Site,Returning Visitor,0,0,0,0.0,control,Beds
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,control,Beds
2020-05-27,Mobile Site,Activated Customer,0,0,0,0.0,control,TV Stands
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,variation,Area Rugs
2020-05-27,Desktop,Acquired Member,0,0,0,0.0,variation,TV Stands
2020-05-25,Desktop,Activated Customer,0,1,0,0.0,variation,Chairs
2020-05-26,Mobile Site,New Visitor,0,1,0,0.0,variation,Sectionals
2020-05-26,Mobile Site,Acquired Member,0,0,0,0.0,variation,Beds
2020-05-24,Desktop,Activated Customer,1,1,1,1048.06,control,Area Rugs
2020-05-25,Desktop,Activated Customer,0,1,0,0.0,variation,Beds
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,control,Patio Furniture
2020-05-26,Mobile Site,Activated Customer,0,1,0,0.0,control,Headboards
2020-05-22,Mobile Site,New Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,control,Beds
2020-05-27,Desktop,Returning Visitor,0,0,0,0.0,variation,Chairs
2020-05-21,Mobile Site,Acquired Member,0,0,0,0.0,variation,Accent Chairs
2020-05-26,Mobile Site,Acquired Member,0,1,0,0.0,variation,Area Rugs
2020-05-21,Mobile Site,Activated Customer,0,1,0,0.0,variation,Beds
2020-05-21,Mobile Site,Returning Visitor,0,0,0,0.0,control,Beds
2020-05-21,Desktop,New Visitor,0,0,0,0.0,control,Sofas
2020-05-22,Mobile Site,Returning Visitor,0,0,0,0.0,control,Coffee Tables
2020-05-23,Desktop,Activated Customer,0,1,0,0.0,variation,Accent Chairs
2020-05-23,Desktop,Returning Visitor,0,1,0,0.0,control,Sofas
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,variation,Accent Chairs
2020-05-26,Mobile Site,Activated Customer,0,1,0,0.0,control,Patio Furniture
2020-05-23,Desktop,Acquired Member,1,1,0,0.0,variation,Sectionals
2020-05-22,Mobile Site,Activated Customer,0,0,0,0.0,control,Beds
2020-05-27,Mobile Site,New Visitor,0,0,0,0.0,control,Sofas
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,control,Area Rugs
2020-05-23,Mobile Site,Returning Visitor,0,0,0,0.0,control,Beds
2020-05-25,Mobile Site,Activated Customer,0,0,0,0.0,control,Patio Furniture
2020-05-23,Mobile Site,Activated Customer,1,1,0,0.0,variation,Area Rugs
2020-05-22,Mobile Site,Acquired Member,1,1,1,184.98,control,Chairs
2020-05-23,Desktop,Acquired Member,0,0,0,0.0,control,Accent Chairs
2020-05-26,Desktop,Acquired Member,0,1,0,0.0,control,Gas Grills
2020-05-26,Desktop,Activated Customer,0,0,0,0.0,control,Chairs
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,control,Coffee Tables
2020-05-25,Mobile Site,Activated Customer,0,1,0,0.0,control,Headboards
2020-05-24,Mobile Site,New Visitor,0,0,0,0.0,variation,Gas Grills
2020-05-24,Mobile Site,New Visitor,0,1,0,0.0,control,Sofas
2020-05-24,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Headboards
2020-05-27,Mobile Site,Activated Customer,0,0,0,0.0,variation,TV Stands
2020-05-21,Desktop,New Visitor,0,1,0,0.0,control,Beds
2020-05-24,Mobile Site,New Visitor,0,0,0,0.0,variation,Area Rugs
2020-05-21,Desktop,New Visitor,0,1,0,0.0,variation,TV Stands
2020-05-21,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Gas Grills
2020-05-25,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Sectionals
2020-05-24,Mobile Site,Activated Customer,0,1,0,0.0,control,Patio Furniture
2020-05-26,Desktop,Activated Customer,1,1,1,208.98,variation,Sectionals
2020-05-27,Mobile Site,New Visitor,0,1,0,0.0,variation,Chairs
2020-05-26,Mobile Site,Returning Visitor,0,0,0,0.0,control,Chairs
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,control,Gas Grills
2020-05-22,Mobile Site,Acquired Member,0,1,0,0.0,control,TV Stands
2020-05-27,Mobile Site,Activated Customer,0,1,0,0.0,control,Beds
2020-05-27,Mobile Site,Acquired Member,0,1,0,0.0,variation,Sofas
2020-05-23,Desktop,Acquired Member,1,1,1,176.43,variation,Accent Chairs
2020-05-24,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Sofas
2020-05-22,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Headboards
2020-05-21,Mobile Site,New Visitor,0,1,0,0.0,control,Area Rugs
2020-05-27,Mobile Site,Acquired Member,0,0,0,0.0,control,Accent Chairs
2020-05-23,Mobile Site,Returning Visitor,0,1,0,0.0,control,Accent Chairs
2020-05-21,Mobile Site,Activated Customer,0,0,0,0.0,control,Patio Furniture
2020-05-21,Desktop,New Visitor,0,0,0,0.0,control,Area Rugs
2020-05-26,Mobile Site,Activated Customer,0,1,0,0.0,control,Headboards
2020-05-24,Desktop,Acquired Member,0,0,0,0.0,variation,Headboards
2020-05-26,Desktop,Returning Visitor,0,1,0,0.0,variation,Chairs
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,variation,Patio Furniture
2020-05-25,Mobile Site,Acquired Member,0,0,0,0.0,variation,Coffee Tables
2020-05-26,Mobile Site,Returning Visitor,0,0,0,0.0,control,Coffee Tables
2020-05-23,Mobile Site,Activated Customer,0,1,0,0.0,control,Accent Chairs
2020-05-26,Desktop,Acquired Member,0,1,0,0.0,control,Coffee Tables
2020-05-25,Desktop,Returning Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-22,Desktop,New Visitor,0,1,0,0.0,variation,Accent Chairs
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,control,Chairs
2020-05-21,Desktop,Returning Visitor,0,0,0,0.0,variation,Headboards
2020-05-26,Desktop,Activated Customer,0,0,0,0.0,variation,Patio Furniture
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,variation,Gas Grills
2020-05-24,Mobile Site,Acquired Member,0,1,0,0.0,control,Headboards
2020-05-24,Desktop,New Visitor,0,0,0,0.0,control,Patio Furniture
2020-05-21,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Area Rugs
2020-05-23,Mobile Site,Returning Visitor,1,1,0,0.0,control,Beds
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,control,TV Stands
2020-05-25,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Sectionals
2020-05-21,Mobile Site,Acquired Member,1,1,1,96.34,variation,Sofas
2020-05-26,Desktop,Acquired Member,0,0,0,0.0,variation,Accent Chairs
2020-05-23,Mobile Site,Acquired Member,0,0,0,0.0,variation,Chairs
2020-05-23,Desktop,Returning Visitor,0,1,0,0.0,control,Gas Grills
2020-05-27,Mobile Site,Activated Customer,1,1,1,310.97,control,Coffee Tables
2020-05-27,Mobile Site,New Visitor,0,1,0,0.0,control,Area Rugs
2020-05-23,Desktop,Returning Visitor,0,1,0,0.0,control,Area Rugs
2020-05-23,Desktop,New Visitor,0,1,0,0.0,variation,Beds
2020-05-24,Desktop,Returning Visitor,0,1,0,0.0,variation,Patio Furniture
2020-05-22,Desktop,New Visitor,0,1,0,0.0,control,Gas Grills
2020-05-21,Desktop,Acquired Member,1,1,1,206.99,variation,Accent Chairs
2020-05-21,Mobile Site,Activated Customer,1,1,0,0.0,control,Patio Furniture
2020-05-25,Mobile Site,Acquired Member,0,1,0,0.0,control,Sofas
2020-05-25,Desktop,Acquired Member,0,0,0,0.0,variation,Coffee Tables
2020-05-23,Desktop,Acquired Member,1,1,1,219.99,control,Coffee Tables
2020-05-24,Mobile Site,Returning Visitor,0,0,0,0.0,control,TV Stands
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,control,Beds
2020-05-22,Desktop,New Visitor,0,1,0,0.0,control,Chairs
2020-05-27,Mobile Site,Returning Visitor,1,1,0,0.0,variation,Chairs
2020-05-26,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Patio Furniture
2020-05-21,Desktop,Returning Visitor,0,1,0,0.0,control,TV Stands
2020-05-21,Mobile Site,Acquired Member,0,0,0,0.0,variation,Coffee Tables
2020-05-27,Mobile Site,Returning Visitor,0,1,0,0.0,variation,TV Stands
2020-05-25,Mobile Site,New Visitor,0,1,0,0.0,variation,Gas Grills
2020-05-22,Mobile Site,New Visitor,0,1,0,0.0,control,TV Stands
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,variation,Gas Grills
2020-05-22,Mobile Site,Activated Customer,0,0,0,0.0,control,Area Rugs
2020-05-27,Mobile Site,New Visitor,0,0,0,0.0,variation,Sectionals
2020-05-24,Desktop,Activated Customer,1,1,0,0.0,control,Chairs
2020-05-22,Desktop,Activated Customer,1,1,1,93.99,variation,Gas Grills
2020-05-26,Mobile Site,Returning Visitor,0,1,0,0.0,variation,TV Stands
2020-05-26,Mobile Site,Activated Customer,0,1,0,0.0,variation,Sofas
2020-05-26,Desktop,Returning Visitor,0,1,0,0.0,control,Sectionals
2020-05-22,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Sectionals
2020-05-27,Mobile Site,Activated Customer,0,1,0,0.0,variation,Area Rugs
2020-05-27,Mobile Site,Activated Customer,0,1,0,0.0,control,Chairs
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,variation,TV Stands
2020-05-25,Mobile Site,Activated Customer,0,1,0,0.0,control,Headboards
2020-05-26,Mobile Site,Activated Customer,1,1,1,246.99,control,Chairs
2020-05-26,Desktop,New Visitor,0,0,0,0.0,variation,Patio Furniture
2020-05-27,Mobile Site,Activated Customer,1,1,0,0.0,variation,Sofas
2020-05-25,Mobile Site,Activated Customer,1,1,0,0.0,control,Coffee Tables
2020-05-27,Mobile Site,Returning Visitor,0,1,0,0.0,control,Sectionals
2020-05-21,Desktop,New Visitor,0,0,0,0.0,control,Headboards
2020-05-26,Desktop,Returning Visitor,0,1,0,0.0,control,Beds
2020-05-25,Mobile Site,New Visitor,0,0,0,0.0,variation,Chairs
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,variation,Accent Chairs
2020-05-27,Mobile Site,New Visitor,0,0,0,0.0,control,Area Rugs
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,control,Sofas
2020-05-24,Desktop,Returning Visitor,0,1,0,0.0,control,Headboards
2020-05-25,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Patio Furniture
2020-05-21,Desktop,Acquired Member,0,0,0,0.0,variation,TV Stands
2020-05-24,Mobile Site,New Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-21,Mobile Site,Returning Visitor,0,0,0,0.0,control,Sofas
2020-05-23,Desktop,Activated Customer,1,1,1,204.99,variation,Sectionals
2020-05-27,Desktop,Acquired Member,0,0,0,0.0,variation,Sectionals
2020-05-25,Mobile Site,Activated Customer,0,0,0,0.0,variation,Patio Furniture
2020-05-27,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Gas Grills
2020-05-21,Desktop,Activated Customer,1,1,0,0.0,variation,Chairs
2020-05-25,Desktop,Activated Customer,1,1,1,65.98,control,Patio Furniture
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,control,Coffee Tables
2020-05-21,Mobile Site,Acquired Member,0,0,0,0.0,control,Headboards
2020-05-22,Desktop,Activated Customer,1,1,0,0.0,variation,Headboards
2020-05-26,Mobile Site,Acquired Member,0,1,0,0.0,variation,Patio Furniture
2020-05-22,Mobile Site,New Visitor,0,1,0,0.0,control,Accent Chairs
2020-05-24,Mobile Site,Returning Visitor,0,1,0,0.0,control,Chairs
2020-05-27,Mobile Site,Activated Customer,0,0,0,0.0,control,Chairs
2020-05-22,Mobile Site,Activated Customer,1,1,0,0.0,control,Chairs
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,variation,Sectionals
2020-05-26,Mobile Site,Returning Visitor,0,1,0,0.0,control,Area Rugs
2020-05-27,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Beds
2020-05-27,Mobile Site,Activated Customer,0,0,0,0.0,control,Sectionals
2020-05-24,Mobile Site,New Visitor,0,0,0,0.0,control,Area Rugs
2020-05-23,Desktop,Acquired Member,0,1,0,0.0,variation,Area Rugs
2020-05-22,Mobile Site,New Visitor,0,0,0,0.0,control,Sofas
2020-05-24,Mobile Site,Activated Customer,1,1,0,0.0,variation,TV Stands
2020-05-27,Mobile Site,Acquired Member,0,1,0,0.0,control,Coffee Tables
2020-05-26,Desktop,Activated Customer,0,0,0,0.0,variation,Headboards
2020-05-21,Mobile Site,Acquired Member,0,1,0,0.0,variation,Accent Chairs
2020-05-27,Mobile Site,Acquired Member,0,0,0,0.0,control,Area Rugs
2020-05-22,Mobile Site,Activated Customer,0,0,0,0.0,control,Area Rugs
2020-05-25,Mobile Site,Activated Customer,1,1,1,244.19,variation,Accent Chairs
2020-05-26,Desktop,Returning Visitor,0,1,0,0.0,control,Chairs
2020-05-27,Mobile Site,Activated Customer,1,1,0,0.0,variation,Gas Grills
2020-05-23,Mobile Site,Acquired Member,0,1,0,0.0,variation,Gas Grills
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,variation,Gas Grills
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,control,Sectionals
2020-05-24,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Area Rugs
2020-05-25,Desktop,Activated Customer,1,1,0,0.0,control,Patio Furniture
2020-05-24,Mobile Site,Returning Visitor,0,1,0,0.0,control,TV Stands
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,variation,Beds
2020-05-25,Mobile Site,Acquired Member,0,1,0,0.0,variation,Sofas
2020-05-22,Mobile Site,Acquired Member,0,1,0,0.0,control,TV Stands
2020-05-26,Mobile Site,Acquired Member,1,1,1,114.48,variation,Patio Furniture
2020-05-27,Desktop,Activated Customer,0,1,0,0.0,variation,Sofas
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,control,Beds
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,variation,Sectionals
2020-05-21,Desktop,New Visitor,0,0,0,0.0,variation,Sofas
2020-05-26,Mobile Site,Returning Visitor,0,0,0,0.0,control,Headboards
2020-05-22,Mobile Site,Activated Customer,0,1,0,0.0,control,Gas Grills
2020-05-24,Mobile Site,Returning Visitor,0,1,0,0.0,control,Headboards
2020-05-22,Mobile Site,Activated Customer,0,1,0,0.0,control,Chairs
2020-05-24,Desktop,Acquired Member,0,0,0,0.0,control,Chairs
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,control,Coffee Tables
2020-05-21,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Accent Chairs
2020-05-27,Desktop,New Visitor,1,1,1,41.98,control,Chairs
2020-05-23,Mobile Site,New Visitor,0,0,0,0.0,variation,Sofas
2020-05-24,Mobile Site,Returning Visitor,0,1,0,0.0,control,Area Rugs
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,variation,Chairs
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,control,Gas Grills
2020-05-21,Desktop,Acquired Member,0,0,0,0.0,variation,Sectionals
2020-05-25,Desktop,New Visitor,0,1,0,0.0,variation,Sectionals
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,control,Headboards
2020-05-25,Desktop,Activated Customer,1,1,1,95.98,variation,TV Stands
2020-05-23,Desktop,Activated Customer,1,1,0,132.99,control,Chairs
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,variation,Chairs
2020-05-26,Mobile Site,Activated Customer,0,1,0,0.0,variation,Beds
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,variation,Gas Grills
2020-05-21,Mobile Site,Acquired Member,0,0,0,0.0,variation,Beds
2020-05-22,Mobile Site,Activated Customer,0,0,0,0.0,variation,Chairs
2020-05-24,Mobile Site,New Visitor,0,1,0,0.0,variation,Gas Grills
2020-05-27,Desktop,New Visitor,0,0,0,0.0,variation,Patio Furniture
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,control,Area Rugs
2020-05-26,Desktop,Activated Customer,0,0,0,0.0,control,Chairs
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,control,Patio Furniture
2020-05-27,Mobile Site,Acquired Member,0,0,0,0.0,control,TV Stands
2020-05-23,Desktop,New Visitor,0,1,0,0.0,variation,TV Stands
2020-05-22,Mobile Site,Acquired Member,0,1,0,0.0,control,Coffee Tables
2020-05-21,Mobile Site,Acquired Member,0,1,0,0.0,variation,Area Rugs
2020-05-23,Mobile Site,Activated Customer,1,1,1,302.96,variation,Coffee Tables
2020-05-21,Desktop,Acquired Member,0,0,0,0.0,control,Accent Chairs
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,control,Accent Chairs
2020-05-26,Mobile Site,Returning Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-27,Mobile Site,Activated Customer,0,0,0,0.0,control,Area Rugs
2020-05-27,Mobile Site,Acquired Member,0,0,0,0.0,control,TV Stands
2020-05-24,Mobile Site,Acquired Member,0,1,0,0.0,variation,Headboards
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,control,Accent Chairs
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,variation,Gas Grills
2020-05-21,Mobile Site,New Visitor,0,0,0,0.0,variation,Chairs
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,variation,Chairs
2020-05-26,Desktop,New Visitor,0,0,0,0.0,variation,Coffee Tables
2020-05-24,Desktop,New Visitor,0,0,0,0.0,control,Area Rugs
2020-05-23,Desktop,Acquired Member,0,1,0,0.0,control,Patio Furniture
2020-05-23,Desktop,Acquired Member,0,0,0,0.0,control,Sofas
2020-05-21,Desktop,Activated Customer,1,1,1,439.99,variation,Sectionals
2020-05-27,Desktop,Returning Visitor,0,0,0,0.0,variation,TV Stands
2020-05-22,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Chairs
2020-05-23,Mobile Site,Activated Customer,1,1,0,0.0,variation,Coffee Tables
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,control,Sectionals
2020-05-21,Desktop,Returning Visitor,0,0,0,0.0,control,Gas Grills
2020-05-26,Desktop,Acquired Member,0,1,0,0.0,variation,Sofas
2020-05-23,Mobile Site,Returning Visitor,0,0,0,0.0,control,Sofas
2020-05-24,Desktop,Activated Customer,1,1,1,285.93,variation,Beds
2020-05-26,Mobile Site,Returning Visitor,0,0,0,0.0,control,Gas Grills
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,control,Patio Furniture
2020-05-27,Mobile Site,Activated Customer,1,1,1,141.99,control,Accent Chairs
2020-05-23,Mobile Site,Activated Customer,1,1,0,0.0,variation,Coffee Tables
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,variation,Accent Chairs
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,variation,Beds
2020-05-24,Desktop,Returning Visitor,0,1,0,0.0,variation,Headboards
2020-05-27,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Chairs
2020-05-22,Desktop,New Visitor,0,0,0,0.0,control,Area Rugs
2020-05-26,Desktop,Acquired Member,1,1,0,0.0,variation,Sectionals
2020-05-22,Desktop,Activated Customer,1,1,0,0.0,control,Accent Chairs
2020-05-26,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Sofas
2020-05-26,Desktop,New Visitor,1,1,1,122.39,control,Headboards
2020-05-22,Mobile Site,Activated Customer,0,0,0,0.0,variation,Area Rugs
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,control,Area Rugs
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,variation,Coffee Tables
2020-05-24,Mobile Site,Acquired Member,0,0,0,0.0,variation,Coffee Tables
2020-05-26,Mobile Site,Activated Customer,0,0,0,0.0,variation,Area Rugs
2020-05-27,Desktop,Returning Visitor,0,1,0,0.0,control,Headboards
2020-05-22,Desktop,Activated Customer,1,1,0,0.0,control,Patio Furniture
2020-05-23,Mobile Site,Activated Customer,0,0,0,0.0,variation,Coffee Tables
2020-05-24,Desktop,Activated Customer,0,0,0,299.99,variation,Chairs
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,variation,Coffee Tables
2020-05-25,Desktop,Activated Customer,0,1,0,0.0,variation,Sectionals
2020-05-27,Mobile Site,Returning Visitor,0,1,0,0.0,control,Accent Chairs
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,variation,Sectionals
2020-05-22,Mobile Site,New Visitor,0,1,0,0.0,control,Sofas
2020-05-25,Desktop,New Visitor,0,1,0,0.0,variation,Gas Grills
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,variation,Headboards
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,variation,Area Rugs
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,control,TV Stands
2020-05-21,Mobile Site,New Visitor,0,0,0,0.0,control,Sectionals
2020-05-23,Desktop,Activated Customer,0,1,0,0.0,variation,Sectionals
2020-05-27,Mobile Site,Activated Customer,0,0,0,0.0,control,Area Rugs
2020-05-24,Mobile Site,Acquired Member,0,1,0,0.0,variation,Sofas
2020-05-21,Mobile Site,Acquired Member,0,1,0,0.0,variation,Beds
2020-05-21,Mobile Site,Activated Customer,0,1,0,0.0,control,Patio Furniture
2020-05-23,Mobile Site,Activated Customer,1,1,0,0.0,control,Headboards
2020-05-27,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Coffee Tables
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,variation,Patio Furniture
2020-05-25,Mobile Site,Activated Customer,0,1,0,0.0,control,Patio Furniture
2020-05-21,Desktop,New Visitor,0,0,0,0.0,control,Beds
2020-05-25,Mobile Site,New Visitor,1,1,0,0.0,control,Sofas
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,control,Area Rugs
2020-05-21,Mobile Site,New Visitor,0,1,0,0.0,variation,Chairs
2020-05-21,Mobile Site,New Visitor,0,1,0,0.0,control,Headboards
2020-05-23,Desktop,Activated Customer,0,1,0,0.0,variation,Chairs
2020-05-21,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Beds
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,control,Headboards
2020-05-25,Mobile Site,Activated Customer,0,0,0,0.0,control,Coffee Tables
2020-05-21,Desktop,Returning Visitor,0,1,0,0.0,control,Headboards
2020-05-22,Desktop,Activated Customer,0,1,0,1179.98,variation,Beds
2020-05-26,Desktop,Acquired Member,1,1,0,0.0,variation,Coffee Tables
2020-05-26,Desktop,Activated Customer,0,0,0,0.0,control,Chairs
2020-05-23,Desktop,Activated Customer,0,0,0,219.99,variation,Patio Furniture
2020-05-24,Desktop,Acquired Member,0,1,0,0.0,variation,Patio Furniture
2020-05-23,Mobile Site,Activated Customer,0,0,0,0.0,variation,Accent Chairs
2020-05-23,Desktop,New Visitor,0,1,0,0.0,control,Sofas
2020-05-24,Mobile Site,Returning Visitor,0,0,0,0.0,control,Headboards
2020-05-26,Mobile Site,Acquired Member,1,1,0,0.0,control,TV Stands
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,variation,Chairs
2020-05-21,Mobile Site,Activated Customer,0,0,0,0.0,control,Gas Grills
2020-05-26,Mobile Site,Activated Customer,0,1,0,0.0,variation,Beds
2020-05-22,Desktop,Activated Customer,0,0,0,0.0,variation,Gas Grills
2020-05-23,Desktop,Acquired Member,0,0,0,0.0,variation,Gas Grills
2020-05-22,Desktop,Activated Customer,1,1,1,142.99,control,Gas Grills
2020-05-25,Desktop,Acquired Member,0,1,0,0.0,control,Accent Chairs
2020-05-24,Desktop,Acquired Member,0,0,0,0.0,control,Coffee Tables
2020-05-27,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Headboards
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,variation,Sectionals
2020-05-27,Desktop,Activated Customer,0,1,0,0.0,variation,Chairs
2020-05-27,Desktop,Activated Customer,1,1,1,184.98,control,Beds
2020-05-22,Desktop,Activated Customer,0,0,0,0.0,control,Chairs
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,variation,Headboards
2020-05-25,Mobile Site,New Visitor,0,0,0,0.0,control,Beds
2020-05-21,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Beds
2020-05-27,Desktop,New Visitor,0,1,0,0.0,control,Beds
2020-05-24,Mobile Site,Activated Customer,0,1,0,0.0,control,Accent Chairs
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,control,Coffee Tables
2020-05-27,Mobile Site,New Visitor,0,0,0,0.0,control,Coffee Tables
2020-05-26,Mobile Site,Returning Visitor,0,0,0,0.0,control,Beds
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-23,Mobile Site,New Visitor,0,0,0,0.0,variation,Patio Furniture
2020-05-27,Desktop,Activated Customer,0,1,0,0.0,control,Sofas
2020-05-23,Mobile Site,New Visitor,0,0,0,0.0,variation,Coffee Tables
2020-05-24,Mobile Site,Activated Customer,0,1,0,0.0,control,Area Rugs
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,control,Area Rugs
2020-05-27,Desktop,Acquired Member,0,0,0,0.0,variation,TV Stands
2020-05-24,Mobile Site,Activated Customer,0,1,0,0.0,variation,Area Rugs
2020-05-21,Mobile Site,Activated Customer,0,0,0,0.0,control,TV Stands
2020-05-24,Desktop,Returning Visitor,0,1,0,0.0,variation,Patio Furniture
2020-05-25,Desktop,Acquired Member,0,0,0,0.0,control,Coffee Tables
2020-05-21,Desktop,Returning Visitor,0,0,0,0.0,variation,Sofas
2020-05-27,Mobile Site,New Visitor,0,0,0,0.0,control,Sectionals
2020-05-25,Desktop,Returning Visitor,0,0,0,0.0,control,Patio Furniture
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,control,Accent Chairs
2020-05-24,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Accent Chairs
2020-05-27,Desktop,Returning Visitor,0,1,0,0.0,control,Chairs
2020-05-25,Desktop,New Visitor,0,1,0,0.0,control,Coffee Tables
2020-05-21,Desktop,Acquired Member,0,0,0,0.0,control,Patio Furniture
2020-05-22,Desktop,Returning Visitor,0,0,0,0.0,variation,TV Stands
2020-05-21,Mobile Site,Activated Customer,0,0,0,0.0,control,Accent Chairs
2020-05-25,Desktop,Acquired Member,0,1,0,0.0,control,Coffee Tables
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,control,TV Stands
2020-05-24,Desktop,Acquired Member,0,1,0,0.0,variation,Area Rugs
2020-05-23,Desktop,Acquired Member,1,1,1,38.46,control,Coffee Tables
2020-05-23,Desktop,Acquired Member,1,1,1,814.44,variation,Area Rugs
2020-05-21,Mobile Site,Acquired Member,0,0,0,0.0,control,Chairs
2020-05-23,Desktop,New Visitor,0,1,0,0.0,variation,Sectionals
2020-05-23,Desktop,Activated Customer,1,1,1,102.99,control,Beds
2020-05-26,Mobile Site,Acquired Member,0,0,0,0.0,variation,Sofas
2020-05-27,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Gas Grills
2020-05-22,Desktop,New Visitor,0,1,0,0.0,variation,Sofas
2020-05-27,Mobile Site,Activated Customer,0,0,0,0.0,control,Sectionals
2020-05-21,Mobile Site,Returning Visitor,0,1,0,0.0,control,TV Stands
