SessionStartDate,platform,visitorType,ATC,Clicks,CVR,SessionRevenue,testGroup,CategoryID
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,control,Sectionals
2020-05-22,Mobile Site,Activated Customer,0,1,0,0.0,variation,Accent Chairs
2020-05-23,Mobile Site,Activated Customer,0,1,0,0.0,control,Beds
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,variation,Patio Furniture
2020-05-22,Mobile Site,New Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-27,Desktop,Returning Visitor,0,1,0,0.0,control,Area Rugs
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,variation,Gas Grills
2020-05-27,Mobile Site,Activated Customer,0,1,0,0.0,control,Area Rugs
2020-05-25,Desktop,Activated Customer,0,1,0,0.0,control,Gas Grills
2020-05-23,Desktop,Acquired Member,0,1,0,0.0,variation,Coffee Tables
2020-05-24,Desktop,Returning Visitor,0,1,0,0.0,variation,Sofas
2020-05-26,Desktop,Acquired Member,0,0,0,0.0,control,Headboards
2020-05-25,Desktop,Activated Customer,1,1,0,0.0,variation,TV Stands
2020-05-23,Mobile Site,Acquired Member,1,1,0,0.0,control,Accent Chairs
2020-05-25,Mobile Site,Acquired Member,1,1,0,0.0,variation,Coffee Tables
2020-05-25,Desktop,Activated Customer,1,1,0,0.0,control,Accent Chairs
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,variation,Chairs
2020-05-24,Desktop,New Visitor,0,0,0,0.0,control,Beds
2020-05-26,Desktop,Acquired Member,0,1,0,0.0,control,Coffee Tables
2020-05-27,Mobile Site,Returning Visitor,0,0,0,0.0,variation,TV Stands
2020-05-25,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Chairs
2020-05-25,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Coffee Tables
2020-05-22,Mobile Site,Activated Customer,0,1,0,0.0,variation,Beds
2020-05-25,Desktop,Activated Customer,1,1,0,0.0,control,Sectionals
2020-05-26,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Sectionals
2020-05-21,Desktop,Acquired Member,0,0,0,0.0,variation,TV Stands
2020-05-23,Desktop,Returning Visitor,0,1,0,0.0,control,TV Stands
2020-05-24,Mobile Site,Activated Customer,0,1,0,0.0,variation,Sectionals
2020-05-27,Desktop,New Visitor,0,0,0,0.0,variation,Headboards
2020-05-26,Desktop,Activated Customer,1,1,1,319.99,control,Beds
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,variation,Gas Grills
2020-05-22,Mobile Site,Acquired Member,1,1,1,139.99,control,Area Rugs
2020-05-27,Mobile Site,Activated Customer,0,1,0,0.0,variation,Headboards
2020-05-23,Mobile Site,Acquired Member,0,0,0,0.0,control,Accent Chairs
2020-05-22,Mobile Site,Activated Customer,0,1,0,0.0,variation,Gas Grills
2020-05-26,Mobile Site,Activated Customer,1,1,1,40.98,variation,Coffee Tables
2020-05-21,Mobile Site,New Visitor,0,0,0,0.0,control,Gas Grills
2020-05-25,Mobile Site,Activated Customer,1,1,1,63.98,variation,Coffee Tables
2020-05-24,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Patio Furniture
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,control,Beds
2020-05-21,Desktop,Acquired Member,0,0,0,0.0,control,TV Stands
2020-05-26,Desktop,New Visitor,0,0,0,0.0,control,TV Stands
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,control,Accent Chairs
2020-05-22,Mobile Site,Returning Visitor,0,1,0,0.0,control,Headboards
2020-05-25,Desktop,New Visitor,0,0,0,0.0,control,Coffee Tables
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,variation,Headboards
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,control,Chairs
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,variation,Coffee Tables
2020-05-26,Mobile Site,Activated Customer,0,1,0,0.0,variation,Beds
2020-05-25,Mobile Site,New Visitor,0,0,0,0.0,variation,Gas Grills
2020-05-25,Desktop,Acquired Member,0,1,0,0.0,variation,Headboards
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,variation,Area Rugs
2020-05-21,Mobile Site,Returning Visitor,0,1,0,0.0,control,Coffee Tables
2020-05-23,Mobile Site,Activated Customer,0,0,0,0.0,variation,Chairs
2020-05-27,Desktop,Acquired Member,0,0,0,0.0,variation,Patio Furniture
2020-05-24,Mobile Site,Activated Customer,0,1,0,0.0,variation,Accent Chairs
2020-05-26,Mobile Site,Activated Customer,0,1,0,0.0,variation,Headboards
2020-05-23,Mobile Site,New Visitor,0,0,0,0.0,variation,Beds
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,control,Beds
2020-05-22,Desktop,New Visitor,0,0,0,0.0,variation,Gas Grills
2020-05-27,Mobile Site,Activated Customer,1,1,1,26.98,variation,Beds
2020-05-22,Mobile Site,New Visitor,0,0,0,0.0,variation,Headboards
2020-05-24,Desktop,Returning Visitor,0,1,0,0.0,variation,Chairs
2020-05-27,Mobile Site,Returning Visitor,1,1,0,0.0,variation,Sectionals
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,control,Chairs
2020-05-26,Mobile Site,New Visitor,0,1,0,0.0,variation,Chairs
2020-05-21,Mobile Site,Activated Customer,0,0,0,0.0,variation,Headboards
2020-05-25,Desktop,New Visitor,0,1,0,0.0,variation,Sofas
2020-05-26,Desktop,Acquired Member,0,1,0,0.0,variation,Coffee Tables
2020-05-22,Mobile Site,Returning Visitor,0,1,0,0.0,control,Sofas
2020-05-25,Desktop,Activated Customer,0,1,0,0.0,variation,Gas Grills
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,variation,TV Stands
2020-05-23,Desktop,New Visitor,0,1,0,0.0,control,Sectionals
2020-05-22,Mobile Site,New Visitor,0,0,0,0.0,variation,Beds
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,control,Gas Grills
2020-05-21,Mobile Site,Acquired Member,1,1,0,0.0,variation,Coffee Tables
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,control,Sectionals
2020-05-21,Desktop,Returning Visitor,0,0,0,0.0,control,Coffee Tables
2020-05-25,Mobile Site,Activated Customer,0,1,0,0.0,variation,Accent Chairs
2020-05-27,Mobile Site,Returning Visitor,0,1,0,0.0,control,Accent Chairs
2020-05-21,Desktop,Returning Visitor,0,1,0,0.0,control,Gas Grills
2020-05-26,Desktop,Acquired Member,0,1,0,0.0,control,Accent Chairs
2020-05-26,Mobile Site,Acquired Member,0,0,0,0.0,variation,Headboards
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,control,Sofas
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,variation,Beds
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,control,Accent Chairs
2020-05-24,Mobile Site,New Visitor,0,1,0,0.0,variation,Accent Chairs
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,control,TV Stands
2020-05-27,Mobile Site,Returning Visitor,0,1,0,0.0,control,Sofas
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,variation,Sectionals
2020-05-24,Desktop,Acquired Member,0,1,0,0.0,control,TV Stands
2020-05-26,Mobile Site,New Visitor,0,1,0,0.0,variation,Chairs
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,variation,Accent Chairs
2020-05-22,Mobile Site,Activated Customer,0,0,0,0.0,variation,Sofas
2020-05-22,Desktop,New Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-26,Mobile Site,Activated Customer,0,0,0,0.0,control,Headboards
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,control,TV Stands
2020-05-24,Mobile Site,Returning Visitor,0,1,0,0.0,variation,TV Stands
2020-05-25,Desktop,Returning Visitor,0,1,0,0.0,variation,Gas Grills
2020-05-25,Mobile Site,Acquired Member,1,1,0,0.0,variation,Headboards
2020-05-25,Desktop,New Visitor,0,0,0,0.0,control,Patio Furniture
2020-05-27,Desktop,Returning Visitor,0,0,0,0.0,control,Patio Furniture
2020-05-21,Desktop,Activated Customer,1,1,0,0.0,control,Coffee Tables
2020-05-26,Mobile Site,Activated Customer,0,0,0,0.0,control,Accent Chairs
2020-05-22,Mobile Site,Returning Visitor,0,0,0,0.0,control,Coffee Tables
2020-05-24,Desktop,Acquired Member,0,1,0,0.0,control,Sectionals
2020-05-27,Desktop,New Visitor,0,1,0,0.0,control,Area Rugs
2020-05-26,Mobile Site,Acquired Member,0,1,0,0.0,control,Sofas
2020-05-21,Mobile Site,Activated Customer,0,1,0,0.0,control,Sofas
2020-05-23,Mobile Site,New Visitor,0,1,0,0.0,variation,Accent Chairs
2020-05-22,Desktop,Returning Visitor,0,0,0,0.0,control,TV Stands
2020-05-22,Desktop,Activated Customer,1,1,0,0.0,control,TV Stands
2020-05-24,Mobile Site,Returning Visitor,0,1,0,0.0,variation,TV Stands
2020-05-26,Mobile Site,New Visitor,0,1,0,0.0,control,Beds
2020-05-22,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Patio Furniture
2020-05-26,Mobile Site,Activated Customer,0,0,0,0.0,variation,Gas Grills
2020-05-23,Mobile Site,Returning Visitor,0,1,0,0.0,control,Accent Chairs
2020-05-22,Desktop,Returning Visitor,0,0,0,0.0,variation,Chairs
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,control,TV Stands
2020-05-21,Desktop,New Visitor,0,0,0,0.0,control,Patio Furniture
2020-05-21,Mobile Site,Activated Customer,0,0,0,0.0,variation,Accent Chairs
2020-05-23,Desktop,Activated Customer,1,1,1,205.91,variation,Area Rugs
2020-05-25,Mobile Site,Acquired Member,0,1,0,0.0,control,Sofas
2020-05-21,Mobile Site,Activated Customer,1,1,1,138.89,control,TV Stands
2020-05-24,Desktop,Acquired Member,0,0,0,0.0,control,Chairs
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,variation,Chairs
2020-05-22,Mobile Site,Activated Customer,0,0,0,0.0,control,Headboards
2020-05-21,Desktop,Activated Customer,1,1,0,0.0,variation,Chairs
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,variation,Patio Furniture
2020-05-25,Mobile Site,New Visitor,0,0,0,0.0,control,Gas Grills
2020-05-27,Mobile Site,Acquired Member,1,1,0,0.0,variation,Gas Grills
2020-05-25,Mobile Site,Acquired Member,0,0,0,0.0,variation,Gas Grills
2020-05-25,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Headboards
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,variation,Gas Grills
2020-05-23,Desktop,Activated Customer,1,1,1,329.99,control,Coffee Tables
2020-05-24,Desktop,Returning Visitor,0,0,0,0.0,variation,Sofas
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,control,Accent Chairs
2020-05-27,Mobile Site,Activated Customer,0,0,0,0.0,variation,Gas Grills
2020-05-25,Desktop,Returning Visitor,0,0,0,0.0,variation,TV Stands
2020-05-25,Mobile Site,New Visitor,0,1,0,0.0,variation,Area Rugs
2020-05-24,Desktop,Acquired Member,0,1,0,0.0,variation,TV Stands
2020-05-25,Desktop,Returning Visitor,0,1,0,0.0,control,Area Rugs
2020-05-27,Desktop,Acquired Member,1,1,1,85.98,variation,TV Stands
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,control,Accent Chairs
2020-05-25,Desktop,New Visitor,0,0,0,0.0,variation,Accent Chairs
2020-05-27,Mobile Site,Activated Customer,0,1,0,0.0,variation,Gas Grills
2020-05-21,Mobile Site,Returning Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-27,Desktop,Activated Customer,0,1,0,0.0,variation,Area Rugs
2020-05-27,Desktop,Activated Customer,0,1,0,0.0,control,Headboards
2020-05-23,Mobile Site,Activated Customer,0,0,0,0.0,control,Headboards
2020-05-27,Mobile Site,Returning Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-23,Desktop,Acquired Member,1,1,1,119.99,variation,TV Stands
2020-05-23,Desktop,Returning Visitor,1,1,1,48.99,variation,TV Stands
2020-05-25,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Headboards
2020-05-27,Mobile Site,Acquired Member,0,0,0,0.0,control,Gas Grills
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,variation,Sectionals
2020-05-21,Desktop,Returning Visitor,0,0,0,0.0,variation,Patio Furniture
2020-05-27,Mobile Site,Activated Customer,1,1,1,57.99,control,Accent Chairs
2020-05-21,Mobile Site,Returning Visitor,0,0,0,0.0,control,Coffee Tables
2020-05-22,Desktop,Acquired Member,0,0,0,0.0,control,Chairs
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,variation,Gas Grills
2020-05-22,Desktop,New Visitor,0,0,0,0.0,control,Area Rugs
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,control,Headboards
2020-05-25,Mobile Site,Activated Customer,0,1,0,0.0,variation,Accent Chairs
2020-05-27,Mobile Site,Activated Customer,1,1,0,0.0,variation,Sectionals
2020-05-23,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Accent Chairs
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,variation,Sectionals
2020-05-27,Desktop,Activated Customer,0,1,0,0.0,control,Coffee Tables
2020-05-21,Desktop,Acquired Member,0,1,0,0.0,control,Beds
2020-05-24,Mobile Site,Acquired Member,0,0,0,0.0,variation,Coffee Tables
2020-05-27,Mobile Site,Acquired Member,0,0,0,0.0,control,Area Rugs
2020-05-23,Desktop,Activated Customer,1,1,1,416.98,variation,Coffee Tables
2020-05-27,Mobile Site,New Visitor,0,0,0,0.0,variation,Beds
2020-05-26,Desktop,Acquired Member,0,0,0,0.0,variation,Gas Grills
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,variation,Sectionals
2020-05-27,Desktop,Returning Visitor,1,1,0,0.0,variation,Coffee Tables
2020-05-25,Mobile Site,New Visitor,0,1,0,0.0,variation,Patio Furniture
2020-05-22,Mobile Site,New Visitor,0,0,0,0.0,variation,Chairs
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,variation,TV Stands
2020-05-25,Mobile Site,New Visitor,0,0,0,0.0,variation,Patio Furniture
2020-05-23,Desktop,Activated Customer,0,1,0,0.0,variation,Sofas
2020-05-27,Desktop,Acquired Member,1,1,0,0.0,variation,Area Rugs
2020-05-25,Mobile Site,Activated Customer,0,1,0,0.0,control,Accent Chairs
2020-05-24,Desktop,Acquired Member,1,1,0,0.0,variation,Chairs
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,variation,Coffee Tables
2020-05-24,Mobile Site,Activated Customer,0,1,0,228.98,control,Coffee Tables
2020-05-26,Mobile Site,Acquired Member,0,1,0,0.0,control,Sectionals
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,control,Area Rugs
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,variation,Chairs
2020-05-24,Mobile Site,Returning Visitor,0,0,0,0.0,variation,TV Stands
2020-05-26,Mobile Site,Returning Visitor,1,1,0,0.0,control,Accent Chairs
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-25,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Chairs
2020-05-23,Mobile Site,Activated Customer,1,1,1,107.99,variation,Accent Chairs
2020-05-25,Mobile Site,Activated Customer,1,1,0,0.0,variation,Headboards
2020-05-21,Mobile Site,Activated Customer,0,0,0,0.0,control,Coffee Tables
2020-05-24,Desktop,New Visitor,0,1,0,0.0,variation,Patio Furniture
2020-05-26,Mobile Site,Returning Visitor,0,1,0,0.0,variation,TV Stands
2020-05-25,Desktop,Activated Customer,0,1,0,0.0,variation,Gas Grills
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,variation,Chairs
2020-05-25,Desktop,Returning Visitor,0,0,0,0.0,variation,Sofas
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,control,TV Stands
2020-05-26,Mobile Site,Acquired Member,0,1,0,0.0,variation,Coffee Tables
2020-05-27,Mobile Site,New Visitor,0,0,0,0.0,variation,Accent Chairs
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,control,Chairs
2020-05-27,Desktop,New Visitor,1,1,1,122.99,variation,TV Stands
2020-05-24,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Area Rugs
2020-05-25,Mobile Site,New Visitor,0,0,0,0.0,variation,Sectionals
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,variation,Accent Chairs
2020-05-24,Mobile Site,New Visitor,0,1,0,0.0,control,Area Rugs
2020-05-23,Mobile Site,New Visitor,1,1,0,0.0,control,Coffee Tables
2020-05-23,Mobile Site,Activated Customer,1,1,1,46.99,variation,Sectionals
2020-05-22,Desktop,Activated Customer,1,1,0,0.0,control,Sectionals
2020-05-27,Desktop,New Visitor,0,0,0,0.0,control,Beds
2020-05-24,Mobile Site,New Visitor,0,1,0,0.0,variation,Chairs
2020-05-23,Desktop,Acquired Member,0,0,0,0.0,control,Accent Chairs
2020-05-27,Desktop,Activated Customer,1,1,1,165.97,variation,Gas Grills
2020-05-27,Desktop,Activated Customer,0,1,0,0.0,control,Gas Grills
2020-05-24,Mobile Site,New Visitor,0,1,0,0.0,control,Accent Chairs
2020-05-26,Desktop,New Visitor,0,0,0,0.0,variation,Chairs
2020-05-22,Desktop,Acquired Member,1,1,0,0.0,variation,Sofas
2020-05-21,Mobile Site,Activated Customer,0,1,0,0.0,variation,Sofas
2020-05-27,Mobile Site,Returning Visitor,0,1,0,0.0,control,Coffee Tables
2020-05-25,Desktop,Acquired Member,0,1,0,0.0,variation,TV Stands
2020-05-21,Desktop,Acquired Member,0,1,0,0.0,control,Chairs
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,control,Gas Grills
2020-05-24,Desktop,Activated Customer,1,1,1,348.48,control,Sectionals
2020-05-22,Desktop,Acquired Member,0,0,0,0.0,variation,Chairs
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,control,Gas Grills
2020-05-23,Mobile Site,Activated Customer,0,1,0,0.0,variation,Beds
2020-05-23,Mobile Site,New Visitor,0,1,0,0.0,control,Headboards
2020-05-27,Desktop,Acquired Member,1,1,0,0.0,control,Sectionals
2020-05-24,Mobile Site,Returning Visitor,0,0,0,0.0,control,Sofas
2020-05-23,Mobile Site,Activated Customer,0,0,0,0.0,control,Headboards
2020-05-24,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Accent Chairs
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,variation,Beds
2020-05-27,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Area Rugs
2020-05-21,Desktop,Acquired Member,1,1,0,0.0,control,Patio Furniture
2020-05-23,Desktop,Activated Customer,0,1,0,0.0,variation,Gas Grills
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,control,Accent Chairs
2020-05-23,Desktop,Activated Customer,0,1,0,0.0,control,Beds
2020-05-24,Desktop,Acquired Member,0,1,0,0.0,variation,Headboards
2020-05-26,Desktop,Activated Customer,1,1,1,737.98,variation,Gas Grills
2020-05-23,Desktop,Activated Customer,0,1,0,0.0,control,Area Rugs
2020-05-26,Mobile Site,Acquired Member,0,0,0,0.0,control,Patio Furniture
2020-05-25,Desktop,Acquired Member,0,0,0,0.0,control,Coffee Tables
2020-05-21,Mobile Site,Activated Customer,1,1,0,0.0,variation,Chairs
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,control,Chairs
2020-05-26,Mobile Site,Acquired Member,0,1,0,0.0,variation,Sofas
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,control,Beds
2020-05-21,Mobile Site,New Visitor,0,1,0,0.0,control,Area Rugs
2020-05-24,Mobile Site,Activated Customer,0,1,0,0.0,control,Chairs
2020-05-23,Mobile Site,Returning Visitor,0,0,0,0.0,control,Headboards
2020-05-23,Mobile Site,Returning Visitor,0,0,0,0.0,control,Sectionals
2020-05-27,Mobile Site,Acquired Member,0,1,0,0.0,variation,Headboards
2020-05-27,Mobile Site,Activated Customer,0,0,0,0.0,variation,Coffee Tables
2020-05-24,Desktop,Acquired Member,0,0,0,108.89,variation,Accent Chairs
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,variation,Beds
2020-05-26,Mobile Site,Acquired Member,0,0,0,0.0,control,Area Rugs
2020-05-22,Desktop,Returning Visitor,0,0,0,0.0,variation,Sofas
2020-05-22,Mobile Site,Returning Visitor,1,1,0,0.0,control,Beds
2020-05-25,Desktop,New Visitor,0,1,0,0.0,control,Area Rugs
2020-05-25,Desktop,Activated Customer,0,0,0,0.0,variation,Sectionals
2020-05-25,Mobile Site,Acquired Member,0,1,0,0.0,control,Gas Grills
2020-05-25,Desktop,New Visitor,0,1,0,0.0,variation,Chairs
2020-05-21,Mobile Site,Acquired Member,0,1,0,0.0,variation,Accent Chairs
2020-05-26,Mobile Site,Returning Visitor,1,1,1,823.98,variation,Accent Chairs
2020-05-21,Desktop,Returning Visitor,0,0,0,0.0,variation,Sectionals
2020-05-24,Desktop,Activated Customer,0,1,0,0.0,control,Coffee Tables
2020-05-22,Desktop,Activated Customer,0,0,0,0.0,variation,Chairs
2020-05-24,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Coffee Tables
2020-05-21,Desktop,Returning Visitor,0,0,0,0.0,variation,Beds
2020-05-26,Desktop,Acquired Member,0,0,0,0.0,control,Chairs
2020-05-23,Mobile Site,Activated Customer,0,0,0,0.0,variation,Sofas
2020-05-23,Mobile Site,Acquired Member,0,1,0,0.0,variation,Accent Chairs
2020-05-26,Mobile Site,Acquired Member,0,1,0,0.0,variation,Patio Furniture
2020-05-23,Mobile Site,Returning Visitor,0,0,0,0.0,variation,TV Stands
2020-05-26,Desktop,New Visitor,0,1,0,0.0,variation,Gas Grills
2020-05-22,Mobile Site,New Visitor,0,0,0,0.0,control,Sofas
2020-05-23,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Sectionals
2020-05-24,Mobile Site,Activated Customer,0,1,0,0.0,variation,Coffee Tables
2020-05-27,Desktop,Activated Customer,1,1,0,0.0,control,Area Rugs
2020-05-21,Mobile Site,Returning Visitor,0,1,0,0.0,control,Area Rugs
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,variation,Accent Chairs
2020-05-25,Mobile Site,New Visitor,0,1,0,0.0,control,TV Stands
2020-05-26,Desktop,Acquired Member,1,1,1,229.42,control,Patio Furniture
2020-05-22,Mobile Site,New Visitor,0,1,0,0.0,control,TV Stands
2020-05-24,Mobile Site,Acquired Member,0,0,0,0.0,variation,Patio Furniture
2020-05-25,Mobile Site,New Visitor,0,1,0,0.0,variation,Gas Grills
2020-05-26,Mobile Site,Acquired Member,0,1,0,0.0,variation,Gas Grills
2020-05-23,Desktop,Activated Customer,1,1,0,0.0,variation,Sectionals
2020-05-26,Desktop,Activated Customer,0,1,0,0.0,variation,Chairs
2020-05-23,Desktop,Activated Customer,0,1,0,0.0,variation,Chairs
2020-05-21,Mobile Site,Returning Visitor,0,1,0,0.0,control,Gas Grills
2020-05-24,Mobile Site,New Visitor,0,1,0,0.0,control,Patio Furniture
2020-05-24,Mobile Site,Activated Customer,0,1,0,0.0,variation,Patio Furniture
2020-05-23,Mobile Site,New Visitor,0,0,0,0.0,control,Beds
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,control,Headboards
2020-05-25,Mobile Site,Returning Visitor,1,1,0,0.0,control,TV Stands
2020-05-27,Desktop,New Visitor,0,1,0,0.0,control,Area Rugs
2020-05-26,Mobile Site,Returning Visitor,0,0,0,0.0,control,Coffee Tables
2020-05-24,Desktop,Returning Visitor,0,0,0,0.0,variation,Sectionals
2020-05-24,Mobile Site,Activated Customer,0,0,0,0.0,control,Gas Grills
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,variation,Area Rugs
2020-05-26,Desktop,Acquired Member,0,1,0,0.0,control,Sectionals
2020-05-24,Mobile Site,Acquired Member,0,0,0,0.0,variation,Gas Grills
2020-05-25,Mobile Site,Returning Visitor,0,1,0,0.0,control,TV Stands
2020-05-24,Mobile Site,Acquired Member,0,0,0,0.0,variation,Chairs
2020-05-26,Desktop,Activated Customer,1,1,1,32.98,control,Area Rugs
2020-05-25,Mobile Site,Activated Customer,0,0,0,0.0,control,TV Stands
2020-05-24,Mobile Site,Acquired Member,0,1,0,0.0,variation,TV Stands
2020-05-22,Desktop,Activated Customer,1,1,1,55.99,control,Patio Furniture
2020-05-23,Desktop,Activated Customer,0,1,0,0.0,control,Gas Grills
2020-05-27,Mobile Site,Returning Visitor,1,1,1,433.98,variation,Headboards
2020-05-27,Desktop,Activated Customer,0,0,0,0.0,control,Sectionals
2020-05-22,Mobile Site,Acquired Member,0,1,0,0.0,variation,Beds
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,control,Coffee Tables
2020-05-26,Mobile Site,Activated Customer,0,1,0,0.0,variation,Gas Grills
2020-05-21,Desktop,Activated Customer,0,0,0,0.0,control,Headboards
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,variation,Accent Chairs
2020-05-23,Desktop,Returning Visitor,0,1,0,0.0,variation,Area Rugs
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,control,TV Stands
2020-05-22,Desktop,Acquired Member,0,0,0,0.0,control,Beds
2020-05-22,Desktop,Activated Customer,1,1,0,0.0,control,Accent Chairs
2020-05-23,Desktop,Acquired Member,0,1,0,0.0,control,Area Rugs
2020-05-24,Desktop,Acquired Member,0,0,0,0.0,control,Beds
2020-05-21,Mobile Site,Returning Visitor,0,1,0,0.0,variation,Area Rugs
2020-05-24,Desktop,New Visitor,0,0,0,0.0,control,Gas Grills
2020-05-21,Desktop,Activated Customer,0,1,0,0.0,control,Patio Furniture
2020-05-23,Desktop,Returning Visitor,0,1,0,0.0,variation,Sectionals
2020-05-25,Desktop,Acquired Member,0,0,0,0.0,variation,Beds
2020-05-24,Desktop,Returning Visitor,0,1,0,0.0,variation,TV Stands
2020-05-22,Desktop,Acquired Member,0,0,0,0.0,control,Sectionals
2020-05-24,Desktop,New Visitor,0,0,0,0.0,control,Area Rugs
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,variation,Sectionals
2020-05-21,Desktop,Returning Visitor,0,0,0,0.0,variation,Accent Chairs
2020-05-27,Mobile Site,Activated Customer,0,1,0,0.0,control,Area Rugs
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,control,Headboards
2020-05-24,Desktop,Activated Customer,0,0,0,0.0,variation,Patio Furniture
2020-05-27,Mobile Site,Activated Customer,1,1,0,0.0,variation,TV Stands
2020-05-26,Desktop,Returning Visitor,0,0,0,0.0,control,Sofas
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,control,Coffee Tables
2020-05-21,Mobile Site,Activated Customer,0,0,0,0.0,variation,Gas Grills
2020-05-23,Desktop,Acquired Member,0,0,0,0.0,variation,Accent Chairs
2020-05-21,Desktop,New Visitor,0,1,0,0.0,variation,Sectionals
2020-05-23,Desktop,Activated Customer,0,0,0,0.0,variation,TV Stands
2020-05-21,Desktop,Acquired Member,0,0,0,0.0,variation,Headboards
2020-05-23,Mobile Site,Returning Visitor,0,1,0,0.0,control,TV Stands
2020-05-23,Mobile Site,Returning Visitor,0,0,0,0.0,variation,Beds
2020-05-26,Mobile Site,New Visitor,0,0,0,0.0,variation,Coffee Tables
2020-05-25,Mobile Site,Acquired Member,0,0,0,0.0,control,Chairs
2020-05-26,Mobile Site,Acquired Member,0,0,0,0.0,variation,Sofas
2020-05-27,Desktop,Acquired Member,0,1,0,0.0,variation,Area Rugs
2020-05-21,Desktop,New Visitor,0,0,0,0.0,control,Headboards
2020-05-25,Desktop,Activated Customer,0,1,0,0.0,variation,Sectionals
2020-05-22,Mobile Site,New Visitor,0,1,0,0.0,control,Chairs
2020-05-22,Desktop,Activated Customer,0,1,0,0.0,variation,Chairs
2020-05-26,Desktop,Acquired Member,0,0,0,0.0,control,Patio Furniture
